GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,sort_period,mean_agent_density,mean_mean_message_count,mean_s_rtc,mean_s_simulation,mean_s_init,mean_s_exit,mean_s_step_mean,env_volume,comm_radius_as_percentage_env_width
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,5,1.000000,3722.180501,0.018667,0.824241,0.000000,0.000000,0.004108,64000.000000,15.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,10,1.000000,3722.180257,0.018333,0.823978,0.000000,0.000000,0.004107,64000.000000,15.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,20,1.000000,3722.180176,0.017667,0.824378,0.000000,0.000000,0.004109,64000.000000,15.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,50,1.000000,3722.180094,0.018000,0.826175,0.000000,0.000000,0.004118,64000.000000,15.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,100,1.000000,3722.180013,0.018000,0.832610,0.000000,0.000000,0.004150,64000.000000,15.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,6.000000,200,1.000000,3722.180338,0.017667,0.835894,0.000000,0.000000,0.004166,64000.000000,15.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,0,1.000000,8960.027018,0.018333,3.448448,0.000000,0.000000,0.017229,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,1,1.000000,8960.027018,0.017667,2.087124,0.000000,0.000000,0.010422,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,2,1.000000,8960.027344,0.017667,2.080332,0.000000,0.000000,0.010388,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,5,1.000000,8960.027344,0.018000,2.075322,0.000000,0.000000,0.010363,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,10,1.000000,8960.027018,0.018333,2.075107,0.000000,0.000000,0.010362,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,20,1.000000,8960.027018,0.017333,2.072814,0.000000,0.000000,0.010350,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,50,1.000000,8960.027018,0.017667,2.072665,0.000000,0.000000,0.010350,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,100,1.000000,8960.027669,0.018000,2.072165,0.000000,0.000000,0.010348,64000.000000,20.000000
Tesla V100-SXM2-32GB,1,0,circles_spatial3D_rtc,200,64000,40.000000,8.000000,200,1.000000,8960.027344,0.018000,2.076534,0.000000,0.000000,0.010370,64000.000000,20.000000
