GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,repeat,agent_density,mean_message_count,ms_rtc,ms_simulation,ms_init,ms_exit,ms_step_mean
TITAN V,1,0,circles_spatial3D,100,1479117,79.000,2.000,1,3.000,600.952,0.003,62460.836,0.002,0.097,624.599
TITAN V,1,0,circles_spatial3D,100,1479117,79.000,2.000,2,3.000,601.202,0.003,62376.488,0.002,0.105,623.756
TITAN V,1,0,circles_spatial3D_rtc,100,1479117,79.000,2.000,0,3.000,601.275,8.350,54620.395,0.002,0.092,546.195
TITAN V,1,0,circles_spatial3D_rtc,100,1479117,79.000,2.000,1,3.000,600.952,8.204,54545.758,0.002,0.092,545.448
TITAN V,1,0,circles_spatial3D_rtc,100,1479117,79.000,2.000,2,3.000,601.202,8.351,54626.043,0.002,0.097,546.251
TITAN V,1,0,circles_spatial3D,100,1972156,79.000,2.000,0,4.000,801.212,0.004,123464.312,0.002,0.101,1234.633
TITAN V,1,0,circles_spatial3D,100,1972156,79.000,2.000,1,4.000,800.950,0.003,123538.492,0.002,0.098,1235.375
TITAN V,1,0,circles_spatial3D,100,1972156,79.000,2.000,2,4.000,801.080,0.003,123387.602,0.002,0.100,1233.866
TITAN V,1,0,circles_spatial3D_rtc,100,1972156,79.000,2.000,0,4.000,801.212,8.966,109403.961,0.002,0.097,1094.030
TITAN V,1,0,circles_spatial3D_rtc,100,1972156,79.000,2.000,1,4.000,800.950,8.633,109223.016,0.002,0.094,1092.220
TITAN V,1,0,circles_spatial3D_rtc,100,1972156,79.000,2.000,2,4.000,801.080,8.672,109353.172,0.002,0.119,1093.522
