GPU,release_mode,seatbelts_on,model,steps,agent_count,env_width,comm_radius,mean_agent_density,mean_mean_message_count,mean_s_rtc,mean_s_simulation,mean_s_init,mean_s_exit,mean_s_step_mean,env_volume,comm_radius_as_percentage_env_width
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,195112,58.000000,2.000000,1.000000,198.959493,0.000000,0.142248,0.000000,0.000000,0.000694,195112.000000,3.448276
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,300763,67.000000,2.000000,1.000000,192.584839,0.000000,0.189648,0.000000,0.000000,0.000931,300763.000000,2.985075
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,405224,74.000000,2.000000,1.000000,202.003113,0.000000,0.253869,0.000000,0.000000,0.001252,405224.000000,2.702703
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,493039,79.000000,2.000000,1.000000,195.315430,0.000000,0.291278,0.000000,0.000000,0.001439,493039.000000,2.531646
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,592704,84.000000,2.000000,1.000000,203.049306,0.000000,0.358133,0.000000,0.000000,0.001774,592704.000000,2.380952
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,704969,89.000000,2.000000,1.000000,197.129277,0.000000,0.396300,0.000000,0.000000,0.001964,704969.000000,2.247191
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,804357,93.000000,2.000000,1.000000,197.677037,0.000000,0.433822,0.000000,0.000000,0.002152,804357.000000,2.150538
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,912673,97.000000,2.000000,1.000000,198.333059,0.000000,0.490419,0.000000,0.000000,0.002434,912673.000000,2.061856
NVIDIA H100 PCIe,1,1,circles_spatial3D,200,1000000,100.000000,2.000000,1.000000,204.504018,0.000000,0.550584,0.000000,0.000000,0.002736,1000000.000000,2.000000
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,10648,22.000000,2.000000,1.000000,181.066284,1.718000,0.055098,0.000000,0.000000,0.000259,10648.000000,9.090909
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,19683,27.000000,2.000000,1.000000,168.547821,0.009333,0.053785,0.000000,0.000000,0.000253,19683.000000,7.407407
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,29791,31.000000,2.000000,1.000000,173.234182,0.009333,0.055421,0.000000,0.000000,0.000261,29791.000000,6.451613
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,39304,34.000000,2.000000,1.000000,190.968140,0.009333,0.060011,0.000000,0.000000,0.000284,39304.000000,5.882353
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,50653,37.000000,2.000000,1.000000,178.532257,0.009333,0.060648,0.000000,0.000000,0.000287,50653.000000,5.405405
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,59319,39.000000,2.000000,1.000000,180.321111,0.009333,0.060399,0.000000,0.000000,0.000286,59319.000000,5.128205
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,68921,41.000000,2.000000,1.000000,181.674138,0.009333,0.066638,0.000000,0.000000,0.000316,68921.000000,4.878049
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,79507,43.000000,2.000000,1.000000,182.616608,0.009333,0.073836,0.000000,0.000000,0.000353,79507.000000,4.651163
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,91125,45.000000,2.000000,1.000000,184.291763,0.009667,0.072318,0.000000,0.000000,0.000345,91125.000000,4.444444
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,97336,46.000000,2.000000,1.000000,196.207545,0.009667,0.075127,0.000000,0.000000,0.000359,97336.000000,4.347826
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,195112,58.000000,2.000000,1.000000,198.959503,0.009333,0.111504,0.000000,0.000000,0.000539,195112.000000,3.448276
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,300763,67.000000,2.000000,1.000000,192.584844,0.009333,0.148288,0.000000,0.000000,0.000724,300763.000000,2.985075
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,405224,74.000000,2.000000,1.000000,202.003113,0.010000,0.198385,0.000000,0.000000,0.000975,405224.000000,2.702703
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,493039,79.000000,2.000000,1.000000,195.315425,0.010667,0.228229,0.000000,0.000000,0.001124,493039.000000,2.531646
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,592704,84.000000,2.000000,1.000000,203.049296,0.009667,0.273669,0.000000,0.000000,0.001351,592704.000000,2.380952
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,704969,89.000000,2.000000,1.000000,197.129283,0.010333,0.317415,0.000000,0.000000,0.001570,704969.000000,2.247191
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,804357,93.000000,2.000000,1.000000,197.677037,0.010333,0.339620,0.000000,0.000000,0.001680,804357.000000,2.150538
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,912673,97.000000,2.000000,1.000000,198.333059,0.010000,0.380018,0.000000,0.000000,0.001883,912673.000000,2.061856
NVIDIA H100 PCIe,1,1,circles_spatial3D_rtc,200,1000000,100.000000,2.000000,1.000000,204.504003,0.012333,0.427738,0.000000,0.000000,0.002122,1000000.000000,2.000000
